time,x_mm,y_mm,z_mm,u1,v1,u2,v2,r1,r2,a1,a2
2026-01-15T14:05:51,221.821,-10.1755,519.369,886.5,923.04,163.143,808.483,0,0,230.5,69
2026-01-15T14:05:51,231.89,97.0045,568.273,724.01,1105.44,269.615,780.158,0,0,205,90.5
2026-01-15T14:05:51,221.196,-5.94675,540.327,875.19,929.776,160.396,838.146,0,0,427,141.5
2026-01-15T14:05:51,262.301,-16.3244,586.14,885.417,919.138,236.017,886.463,0,0,1354.5,159.5
2026-01-15T14:05:52,285.182,19.9335,892.27,869.805,927.802,207.988,1322.26,0,0,1468,309.5
2026-01-15T14:05:52,266.77,129.91,621.335,726.285,1131.52,355.158,835.165,0,0,1912,485.5
2026-01-15T14:05:52,310.459,-9.52198,591.283,875.934,928.993,360.993,838.027,0,0,2615,701.5
2026-01-15T14:05:52,283.249,-8.05566,551.49,848.823,928.676,328.775,777.241,0,0,749,491
2026-01-15T14:05:52,375.841,-13.2099,872.88,830.436,935.477,476.831,1217.12,0,0,1479.5,216.5
2026-01-15T14:05:52,296.377,-8.68126,608.465,824.549,930.862,361.722,849.68,0,0,1592.5,442.5
2026-01-15T14:05:53,317.846,-4.36444,602.246,880.296,937.095,371.666,852.886,0,0,405.5,258
2026-01-15T14:05:53,269.846,-8.95235,598.972,875.458,932.671,257.165,896.067,0,0,508.5,97
2026-01-15T14:05:53,239.452,6.67739,660.222,870.432,936.313,161.563,1017.19,0,0,390.5,291.5
2026-01-15T14:05:53,356.39,332.72,622.772,1042.61,1301.05,135.229,1064.27,0,0,1960.5,407.5
2026-01-15T14:05:53,409.879,371.031,715.581,1036.21,1300.23,276.176,1316.79,0,0,2474,3733
2026-01-15T14:05:53,314.698,114.079,815.791,690.925,1078.69,506.753,1133.28,0,0,2624,2215
2026-01-15T14:05:53,167.225,74.7564,678.83,687.006,1058.24,118.873,1034.41,0,0,2921,432.5
2026-01-15T14:05:54,193.589,-17.9468,661.928,795.308,905.462,127.425,1010.91,0,0,1342,947.5
2026-01-15T14:05:54,157.115,54.4563,657.272,662.5,1037.43,121.543,992.359,0,0,1481.5,979
2026-01-15T14:05:54,150.453,50.0621,658.464,651.857,1031.59,115.05,994.183,0,0,1729.5,350
2026-01-15T14:05:54,203.737,-40.3559,645.391,775.944,885.082,174.408,970.95,0,0,1592.5,551.5
2026-01-15T14:05:54,204.674,-44.9174,731.421,759.566,881.167,177.53,1085.8,0,0,1584,420
2026-01-15T14:05:54,197.988,-47.7581,595.691,720.652,879.784,210.828,874.964,0,0,2116,1432.5
2026-01-15T14:05:55,188.724,-55.1127,580.511,701.544,867.153,205.883,851.472,0,0,2245.5,1072
2026-01-15T14:05:55,159.664,-56.2317,643.88,708.742,862.212,130.687,969.558,0,0,2123.5,594
2026-01-15T14:05:55,177.567,-75.5441,917.128,724.198,842.097,151.16,1294.33,0,0,1160,473
2026-01-15T14:05:55,189.311,-87.782,905.719,738.976,829.291,162.259,1278.31,0,0,493.5,621.5
2026-01-15T14:05:55,192.328,-96.2364,895.905,741.943,820.822,166.854,1264.81,0,0,574.5,789.5
2026-01-15T14:05:55,221.248,-101.955,673.617,744.444,809.131,242.621,977.94,0,0,471.5,627
2026-01-15T14:05:56,182.257,-93.1894,621.488,738.314,805.987,170.059,931.54,0,0,1108,775
2026-01-15T14:05:56,183.301,-101.326,614.083,746.17,791.339,169.771,923.216,0,0,503,241
2026-01-15T14:05:56,233.447,-112.633,537.248,722.925,753.426,301.865,754.816,0,0,593,357.5
2026-01-15T14:05:56,216.274,-125.087,551.135,719.464,742.478,267.815,793.851,0,0,138,56
2026-01-15T14:05:57,233.391,-115.229,531.081,727.763,746.704,300.158,748.645,0,0,211,137.5
2026-01-15T14:05:57,224.743,-114.276,531.714,718.175,750.182,287.429,754.043,0,0,780.5,229
2026-01-15T14:05:57,188.072,-82.8364,551.424,718.307,813.846,203.742,817.644,0,0,1070.5,688
2026-01-15T14:05:57,220.968,-103.348,522.484,731.663,766.064,273.141,749.33,0,0,1319,220
2026-01-15T14:05:57,183.617,-115.574,671.143,725.429,783.686,179.868,990.736,0,0,1014,74.5
2026-01-15T14:05:57,174.276,-134.729,623.279,737.306,741.787,162.339,936.44,0,0,123.5,84.5
2026-01-15T14:05:58,221.457,-102.883,516.545,741.141,764.715,270.097,744.532,0,0,177.5,62
2026-01-15T14:05:58,188.695,-115.851,579.837,742.209,763.886,191.799,869.999,0,0,639,250.5
2026-01-15T14:05:58,214.826,-104.147,519.99,738.702,765.201,257.163,755.924,0,0,745,213.5
2026-01-15T14:05:58,208.008,-81.8855,524.798,710.91,805.775,254.397,753.028,0,0,511,175.5
2026-01-15T14:05:58,214.469,-115.602,518.279,694.624,742.867,280.079,733.993,0,0,192,121
2026-01-15T14:05:58,208.676,-114.929,510.676,709.543,742.557,261.92,736.49,0,0,607.5,190
2026-01-15T14:05:59,206.54,-122.327,512.686,708.088,731.195,258.79,742.414,0,0,1312,352
2026-01-15T14:05:59,211.594,-115.297,484.876,689.315,726.083,280,686,0,0,216.5,24
2026-01-15T14:05:59,216.927,-119.759,492.576,711.417,722.769,280.153,702.875,0,0,1137.5,54.5
2026-01-15T14:05:59,212.202,-119.741,504.432,707.175,730.243,271.365,723.341,0,0,777.5,138
2026-01-15T14:05:59,211.672,-120.756,505.797,705.941,729.274,270.822,725.524,0,0,728,108.5
2026-01-15T14:05:59,190.892,-111.918,466.494,706.117,729.35,233.433,689.709,0,0,706,67
2026-01-15T14:05:59,594.083,-203.066,977.139,700,695,874.381,964.812,0,0,24,449.5
2026-01-15T14:06:00,200.871,-115.014,488.555,703.407,732.935,252,710,0,0,665.5,46
2026-01-15T14:06:00,200.569,-114.874,488.797,702.009,733.319,252,710,0,0,660.5,46
2026-01-15T14:06:00,206.547,-116.373,478.133,706.128,723.432,263.496,690.203,0,0,1004.5,340
2026-01-15T14:06:00,206.843,-116.466,478.005,713.121,723.589,260.975,692.971,0,0,1033.5,203.5
2026-01-15T14:06:00,211.58,-113.815,489.663,704.24,732.636,272.719,699.756,0,0,872.5,45
2026-01-15T14:06:00,579.645,-160.9,962.202,703.777,725.41,874.603,964.661,0,0,792,440.5
2026-01-15T14:06:01,209.276,-126.005,506.682,709.125,721.435,264.861,732.017,0,0,395,90
2026-01-15T14:06:01,206.003,-119.396,477.276,711.001,718.031,260.635,692.6,0,0,602.5,210.5
2026-01-15T14:06:01,211.734,-116.17,485.915,705.061,726.447,273.277,695.094,0,0,735.5,62
2026-01-15T14:06:01,211.629,-116.365,485.591,705.028,725.953,273.139,694.773,0,0,804.5,56.5
2026-01-15T14:06:01,198.932,-119.302,480.475,704.247,721.46,249.251,701.874,0,0,900.5,95
2026-01-15T14:06:01,207.425,-115.432,477.232,710.183,724.62,263.45,689.565,0,0,182,222
2026-01-15T14:06:01,200.93,-121.456,473.036,705.294,712.956,253.918,690.026,0,0,395.5,191
2026-01-15T14:06:02,200.862,-117.884,483.822,707.332,725.494,251.085,705.654,0,0,694,68.5
2026-01-15T14:06:02,200.306,-117.295,484.356,704.64,726.844,251.085,705.654,0,0,720,68.5
2026-01-15T14:06:02,210.106,-119.431,471.976,714.133,713.846,268.003,681.828,0,0,471,101.5
2026-01-15T14:06:02,202.217,-120.566,482.338,711.514,719.762,252.335,704.586,0,0,1130.5,87
2026-01-15T14:06:02,201.501,-116.81,483.643,706.95,727.148,252.449,704.267,0,0,737,92.5
2026-01-15T14:06:02,587.677,-176.628,967.567,708.376,714.532,875.019,966.943,0,0,202.5,503
2026-01-15T14:06:03,210.174,-131.009,503.205,732.345,711.667,256.2,738.063,0,0,131.5,213
2026-01-15T14:06:03,197.927,-65.5074,535.741,710.143,839.631,229.258,778.22,0,0,3324,1188.5
2026-01-15T14:06:03,170.3,-110.651,896.944,720.968,803.88,146.405,1259.99,0,0,9948.5,2871
2026-01-15T14:06:03,192.635,-80.7451,503.826,739.319,803.469,209.823,751.37,0,0,12633,2201.5
2026-01-15T14:06:03,186.757,-87.195,493.047,764.077,787.274,187.353,753.28,0,0,16672,4998.5
2026-01-15T14:06:03,184.345,-90.8616,455.757,790.948,766.295,178.325,712.508,0,0,15769.5,6197.5
2026-01-15T14:06:04,217.359,-131.138,890.125,814.678,769.11,152.434,1253.7,0,0,18741,2960.5
2026-01-15T14:06:04,189.241,-91.8436,457.538,844.189,762.588,159.5,732.972,0,0,19052.5,6494.5
2026-01-15T14:06:04,186.912,-101.826,488.147,873.32,746.341,127.463,792.562,0,0,23101,8329.5
2026-01-15T14:06:04,193.725,-102.87,480.122,892.562,742.867,132.658,783.998,0,0,17263,4433.5
2026-01-15T14:06:04,180.096,-95.8909,468.693,906.214,743.178,98.2913,780.26,0,0,20694.5,11390.5
2026-01-15T14:06:04,176.479,-91.7231,467.783,918.773,744.661,81.8027,784.439,0,0,22084.5,11259
2026-01-15T14:06:04,174.154,-80.4568,489.318,924.973,760.159,60.3098,814.99,0,0,22743,5086
2026-01-15T14:06:05,189.998,-75.2448,472.523,930.981,780.349,95.874,785.104,0,0,31036,4400.5
2026-01-15T14:06:05,202.367,-72.2232,474.896,973.092,780.704,88.7705,796.496,0,0,28885,15883
2026-01-15T14:06:05,230.13,-83.342,486.786,1008.99,770.383,114.57,815.596,0,0,22844.5,17069
2026-01-15T14:06:05,241.57,-55.1955,503.512,982.235,831.966,149.789,818.706,0,0,23642.5,10211.5
2026-01-15T14:06:05,478.416,-93.5544,794.334,994.849,843.387,530.317,1110.05,0,0,18616,9300
2026-01-15T14:06:05,478.56,-67.3616,800.014,989.89,871.992,540.956,1120.98,0,0,13539.5,8539
2026-01-15T14:06:06,446.168,-12.4387,799.66,936.571,931.217,547.225,1118.01,0,0,7369,9664
2026-01-15T14:06:06,494.298,-63.2477,806.05,1004.89,877.484,554.512,1131.76,0,0,2134,11153.5
2026-01-15T14:06:06,507.914,-61.3072,808.805,1016.87,880.278,567.96,1136.02,0,0,1833,10552.5
2026-01-15T14:06:06,393.52,-13.4157,657.403,967.459,926.146,451.755,942.733,0,0,1751,14109.5
2026-01-15T14:06:06,437.407,-93.3364,643.42,1030.18,821.884,481.012,924.089,0,0,524,9510.5
2026-01-15T14:06:06,228.97,-36.7123,356.302,1030.29,857.995,181.178,600.371,0,0,1560.5,5857.5
2026-01-15T14:06:06,651.879,-33.3872,800.433,1022.84,864.724,873.229,953.812,0,0,1667,4110.5
2026-01-15T14:06:07,226.628,-20.4192,364.358,990.992,895.645,192.287,589.843,0,0,7010.5,2246.5
2026-01-15T14:06:07,260.124,-83.6382,407.627,1048.83,774.601,206.005,687.217,0,0,7549,14324
2026-01-15T14:06:07,244.023,-104.296,421.254,1027.04,734.169,177.663,718.409,0,0,17789.5,18872
2026-01-15T14:06:07,515.574,-179.548,866.275,972.27,766.053,576.209,1144.62,0,0,31776.5,9271
2026-01-15T14:06:07,508.39,-215.963,872.034,959.937,731.449,563.168,1140.23,0,0,26220,10654.5
2026-01-15T14:06:07,192.489,-101.563,442.592,933.508,730.539,119.551,746.441,0,0,23494.5,7281
2026-01-15T14:06:08,190.637,-101.589,470.859,913.089,738.132,116.078,780.378,0,0,15896,7247
2026-01-15T14:06:08,193.529,-111.243,468.592,929.136,719.16,113.94,783.072,0,0,8769,3831.5
2026-01-15T14:06:08,141.739,-102.483,358.456,920.158,676.864,64.4393,658.88,0,0,3258.5,2837
2026-01-15T14:06:08,139.744,-91.0686,351.978,919.632,699.209,61.6916,647.63,0,0,5973.5,894.5
2026-01-15T14:06:08,166.745,-55.6006,385.296,935.434,801.548,83.5596,669.542,0,0,3529,1610
2026-01-15T14:06:08,173.746,-118.977,428.417,924.478,685.325,96.042,739.327,0,0,2730.5,405
2026-01-15T14:06:09,165.818,-100.67,377.091,942.23,699.668,91.5524,674.446,0,0,2777.5,1076
2026-01-15T14:06:09,168.302,-101.832,378.87,934.556,700.148,100.37,672.797,0,0,4461.5,1064
2026-01-15T14:06:09,163.932,-104.096,365.676,932.885,688.235,99.5024,657.546,0,0,3451,173.5
2026-01-15T14:06:09,168.225,-99.568,379.835,939.111,704.712,96.7108,675.148,0,0,4055.5,1221
2026-01-15T14:06:09,176.126,-101.801,388.685,940.786,706.885,107.982,683.223,0,0,3879.5,556.5
2026-01-15T14:06:09,136.033,-93.4744,366.057,950.212,686.522,31.2578,677.711,0,0,3375,417
2026-01-15T14:06:09,184.834,-108.491,401.206,938.799,701.63,122.029,695.907,0,0,6532,874.5
2026-01-15T14:06:10,159.342,-83.4487,382.662,945.921,732.264,69.5602,682.72,0,0,7728,925
2026-01-15T14:06:10,197.652,-82.0067,432.981,973.34,761.142,104.487,740.094,0,0,2479.5,280.5
2026-01-15T14:06:10,183.055,-104.281,409.116,945.125,710.817,109.533,709.884,0,0,6790.5,2845
2026-01-15T14:06:10,139.273,-102.022,375.823,928.573,679.391,46.382,685.622,0,0,2241.5,955
2026-01-15T14:06:10,171.588,-100.86,375.671,945.955,701.717,102.273,669.562,0,0,6479.5,639
2026-01-15T14:06:10,192.516,-95.4675,417.446,953.327,734.21,118.512,716.065,0,0,8293.5,1084.5
2026-01-15T14:06:11,194.077,-90.2893,421.808,953.611,746.008,118.42,720.154,0,0,6151,1666
2026-01-15T14:06:11,200.19,-77.8548,431.227,982.838,768.243,103.279,738.661,0,0,785,92.5
2026-01-15T14:06:11,192.33,-97.1214,410.855,965.63,727.658,113.865,711.852,0,0,925,459
2026-01-15T14:06:11,187.723,-77.5472,416.761,944.472,768.717,111.017,710.353,0,0,710,1062.5
2026-01-15T14:06:11,190.23,-94.1292,419.401,973.052,732.046,98.7612,727.828,0,0,3148,2215.5
2026-01-15T14:06:12,180.862,-91.1862,420.886,954.756,735.388,89.9065,728.338,0,0,2884,784.5
2026-01-15T14:06:12,175.001,-99.5895,388.893,986.239,703.281,76.4242,700.051,0,0,971,563
2026-01-15T14:06:12,176.596,-86.2024,398.513,957.606,738.962,90.4377,698.713,0,0,3545.5,1673
2026-01-15T14:06:12,178.316,-90.7461,398.509,969.84,728.343,87.0261,703.276,0,0,2393,911.5
2026-01-15T14:06:12,151.063,-86.1342,353.225,971.6,709.085,54.9356,656.009,0,0,1998,194
2026-01-15T14:06:12,170.351,-94.7603,375.074,969.843,710.407,84.6969,676.276,0,0,1961.5,281
2026-01-15T14:06:13,158.124,-89.049,361.867,970.711,710.484,65.4142,664.22,0,0,1961.5,498.5
